TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.apache.commons.cli.help.AbstractHelpFormatter,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,58,0.3,2,67,1102,87338,1774211559034,1.0,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9642857142857143,11111111111111111111111111111111111111111111100111111111,1.0,111111111111111,2,1,13,4,0.9454545454545454,11101111111111111111111111111111111111111111111111111111111111111111111111111111111110111110100111111111110111,0.5909090909090909,10101010011010110110110110110010110110110110,0.8275862068965517,11111111111111111111000001111,0.8275862068965517,11111111111111111111000001111,0.9642857142857143,11111111111111111111111111111111111111111111001111111111
