TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.apache.commons.cli.HelpFormatter,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,158,0.3,2,87,1500,253976,1774210409488,0.8544061302681992,111111111111111111111111111110000000000001111111111111111111001111111000011111000011001110111111111111111111111111111111111110111110111111111111111111111111111111111111111111111101111111111111000011011111110010011111111111111111111111111111111111111111111111110,0.7182320441988951,0111111111111111111111111111111111111111111111001111110000110010000000000110111110111100001101111100000100011101111111101111011011000111111011011101111111111110111100000101111111111,1.0,1111111111111111111111111111111111111111,8,1,32,4,0.870722433460076,1111111111111111110001011111100000000011111111111111111111111111111111111111111111111011111111111111111111111111111101111001111111111111111111111111111111101000011111111111111111110111111100111111111111111111111110000000000000000000111111111111111111111111111111111111111111111111011111111010111111110101111111111111111111111111001000111111111111111111111111111111111111111111111110111111111111111011111111111111111111111111111111111111111111111100000010000011111111111111111111111111111111111111111111110111111111111111111111,0.509090909090909,1110101101100100100100100100100100101001001001110111111,0.98,11111111111111111111111111111111111111111111111110,0.98,11111111111111111111111111111111111111111111111110,0.6850828729281768,1111111111111111110111111111111111111111111111001111000110101100000000000110111110111010001011111100000100011101111111111010111010001111111010111011111111011000101000000001111111111
