TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.apache.commons.cli.help.OptionFormatter,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,47,0.3,2,41,122,62329,1774212026912,1.0,1111111111111111111111111111111111111111111111111111111111111111111111111,0.9714285714285714,11111111111111111111111111110111111,1.0,111111111,0,0,9,1,0.9148936170212766,1111111111111111111111111111111111111011110111111111101111000111110110111111111111111111111111,0.6764705882352942,1011011011011011011001011110110111,1.0,1111111111111111111111111,1.0,1111111111111111111111111,0.9428571428571428,11111111111111111110111111110111111
